"state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"Colorado",973386,"M",TRUE,45800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",59209,0.773531051022649,0.30942612956278,FALSE,"(25,65]",43500
"Connecticut",76182,"F",TRUE,18200,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE,1,41,"employed",61154,0.297609314190405,0.278376619098708,TRUE,"(25,65]",NA
"Connecticut",102269,"M",NA,14400,"Married",TRUE,"Rented",TRUE,1,84,"missing",61154,0.235471105733067,0.955143906874582,TRUE,"(65,Inf]",47500
"Connecticut",837381,"M",TRUE,10800,"Never Married",TRUE,NA,NA,NA,20,"employed",61154,0.1766033292998,0.547122788382694,TRUE,"[0,25]",127000
"Connecticut",948494,"M",TRUE,385000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,34,"employed",61154,6.29558164633548,0.127317725215107,FALSE,"(25,65]",87000
"Connecticut",1139422,"F",NA,9600,"Widowed",TRUE,"Rented",FALSE,1,85,"missing",61154,0.156980737155378,0.919663007138297,TRUE,"(65,Inf]",10000
"Connecticut",458265,"M",TRUE,15000,"Married",TRUE,"Homeowner free and clear",FALSE,1,58,"employed",61154,0.245282401805278,0.978771799476817,TRUE,"(25,65]",NA
"Connecticut",150055,"F",TRUE,78000,"Married",TRUE,"Rented",FALSE,2,24,"employed",61154,1.27546848938745,0.0421378156170249,FALSE,"[0,25]",NA
"Connecticut",1282762,"M",NA,0,"Never Married",FALSE,NA,NA,NA,41,"missing",61154,0,0.420155006228015,TRUE,"(25,65]",110000
"Connecticut",892483,"M",NA,100,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"missing",61154,0.00163521601203519,0.170811977004632,TRUE,"(65,Inf]",NA
"Connecticut",487556,"M",TRUE,94700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",61154,1.54854956339732,0.610409060260281,FALSE,"(25,65]",NA
"Connecticut",227318,"M",NA,30000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,69,"missing",61154,0.490564803610557,0.918520203558728,FALSE,"(65,Inf]",NA
"Connecticut",463808,"F",TRUE,90000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,46,"employed",61154,1.47169441083167,0.793375340057537,FALSE,"(25,65]",110000
"Connecticut",572341,"F",TRUE,16000,"Divorced/Separated",TRUE,"Rented",FALSE,1,36,"employed",61154,0.26163456192563,0.229957726085559,TRUE,"(25,65]",NA
"Connecticut",975187,"F",TRUE,46000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",61154,0.752199365536187,0.579693423118442,FALSE,"(25,65]",75000
"Connecticut",177122,"F",TRUE,2000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",61154,0.0327043202407038,0.393153062323108,TRUE,"(25,65]",NA
"Connecticut",776471,"M",NA,39900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,64,"missing",61154,0.652451188802041,0.0250126312021166,FALSE,"(25,65]",96000
"Connecticut",491848,"F",NA,16700,"Widowed",TRUE,"Rented",FALSE,1,84,"missing",61154,0.273081074009877,0.0288315336219966,TRUE,"(65,Inf]",54000
"Connecticut",896869,"F",FALSE,22000,"Divorced/Separated",FALSE,"Rented",FALSE,1,63,"not employed",61154,0.359747522647742,0.57266910513863,TRUE,"(25,65]",NA
"Delaware",450776,"F",TRUE,14900,"Divorced/Separated",FALSE,"Rented",FALSE,1,33,"employed",67784,0.21981588575475,0.324177963891998,TRUE,"(25,65]",60000
"Delaware",338635,"F",TRUE,13200,"Never Married",TRUE,"Rented",TRUE,1,21,"employed",67784,0.194736220937094,0.954433841397986,TRUE,"[0,25]",70050
"Delaware",1039209,"M",NA,1000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,59,"missing",67784,0.0147527440103859,0.721908650826663,TRUE,"(25,65]",NA
"Delaware",1317659,"M",TRUE,55000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,32,"employed",67784,0.811400920571226,0.649000885197893,FALSE,"(25,65]",412000
"Florida",1165631,"M",TRUE,41000,"Never Married",TRUE,"Rented",TRUE,1,37,"employed",56895,0.720625714034625,0.457195005379617,FALSE,"(25,65]",140000
"Florida",904144,"F",NA,5700,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",56895,0.100184550487741,0.213526024250314,TRUE,"(65,Inf]",6000
"Florida",458212,"M",TRUE,170000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,34,"employed",56895,2.98796027770454,0.752585905371234,FALSE,"(25,65]",25000
"Florida",86786,"F",TRUE,39600,"Never Married",TRUE,"Rented",FALSE,1,49,"employed",56895,0.696018982335882,0.72577813337557,FALSE,"(25,65]",NA
"Florida",679084,"M",NA,29200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,88,"missing",56895,0.513226118288075,0.27912106923759,TRUE,"(65,Inf]",90000
"Florida",1262812,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,70,"employed",56895,1.05457421566043,0.178184511838481,FALSE,"(65,Inf]",58000
"Florida",634710,"F",TRUE,5000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,54,"employed",56895,0.0878811846383689,0.560807537520304,TRUE,"(25,65]",273000
"Florida",1005559,"M",NA,82800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,63,"missing",56895,1.45531241761139,0.912562798010185,FALSE,"(25,65]",30000
"Florida",181385,"F",NA,290,"Married",FALSE,"Homeowner free and clear",FALSE,2,28,"missing",56895,0.0050971087090254,0.50751689192839,TRUE,"(25,65]",42200
"Florida",220135,"M",TRUE,75000,"Divorced/Separated",TRUE,"Rented",TRUE,2,64,"employed",56895,1.31821776957553,0.567906091921031,FALSE,"(25,65]",NA
"Florida",419951,"F",TRUE,12000,"Never Married",TRUE,"Rented",FALSE,2,21,"employed",56895,0.210914843132085,0.960373319219798,TRUE,"[0,25]",NA
"Florida",316753,"M",TRUE,54000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,36,"employed",56895,0.949116794094384,0.322850980330259,FALSE,"(25,65]",NA
"Florida",503412,"M",TRUE,16000,"Never Married",TRUE,NA,NA,NA,21,"employed",56895,0.281219790842781,0.657832912169397,TRUE,"[0,25]",NA
"Florida",965058,"F",FALSE,6000,"Never Married",FALSE,"Rented",TRUE,1,28,"not employed",56895,0.105457421566043,0.247354248771444,TRUE,"(25,65]",90000
"Florida",147984,"F",NA,0,"Married",TRUE,"Rented",FALSE,1,49,"missing",56895,0,0.961548142600805,TRUE,"(25,65]",NA
"Florida",761424,"M",TRUE,90000,"Married",TRUE,"Homeowner free and clear",FALSE,2,39,"employed",56895,1.58186132349064,0.466373753733933,FALSE,"(25,65]",NA
"Florida",571834,"F",FALSE,19200,"Never Married",TRUE,"Rented",FALSE,1,29,"not employed",56895,0.337463749011337,0.373809243319556,TRUE,"(25,65]",NA
"Florida",980375,"F",TRUE,84000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,61,"employed",56895,1.4764039019246,0.448560108896345,FALSE,"(25,65]",60000
"Florida",511732,"F",NA,0,"Never Married",FALSE,NA,NA,NA,32,"missing",56895,0,0.68368440726772,TRUE,"(25,65]",80000
"Florida",801018,"F",NA,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,64,"missing",56895,0.79093066174532,0.637124835746363,FALSE,"(25,65]",31200
"Florida",432526,"F",NA,7300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"missing",56895,0.128306529572019,0.400522698182613,TRUE,"(25,65]",NA
"Florida",643754,"M",TRUE,70000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,54,"employed",56895,1.23033658493717,0.298824939876795,FALSE,"(25,65]",37000
"Florida",426154,"F",NA,10200,"Divorced/Separated",TRUE,"Rented",FALSE,0,76,"missing",56895,0.179277616662273,0.0443093439098448,TRUE,"(65,Inf]",62400
"Florida",195539,"M",NA,65700,"Married",TRUE,"Rented",FALSE,2,69,"missing",56895,1.15475876614817,0.127537198131904,FALSE,"(65,Inf]",NA
"Florida",547258,"M",FALSE,0,"Married",TRUE,"Rented",FALSE,2,53,"not employed",56895,0,0.379386752145365,TRUE,"(25,65]",172000
"Florida",830245,"M",TRUE,120300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,48,"employed",56895,2.11442130239916,0.175105809234083,FALSE,"(25,65]",20000
"Florida",934426,"M",TRUE,28000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,62,"employed",56895,0.492134633974866,0.887903324561194,TRUE,"(25,65]",19000
"Florida",330543,"F",NA,3000,"Married",TRUE,NA,NA,NA,93,"missing",56895,0.0527287107830214,0.41590173705481,TRUE,"(65,Inf]",60000
"Florida",111870,"M",TRUE,26000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,54,"employed",56895,0.456982160119518,0.71619713655673,TRUE,"(25,65]",NA
"Florida",46791,"M",NA,22700,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",56895,0.398980578258195,0.594983885297552,TRUE,"(65,Inf]",45000
"Florida",618036,"M",FALSE,38200,"Never Married",FALSE,"Rented",FALSE,2,41,"not employed",56895,0.671412250637139,0.359758600126952,FALSE,"(25,65]",NA
"Georgia",1145290,"F",TRUE,450,"Married",TRUE,"Rented",FALSE,1,33,"employed",47353,0.00950309378497666,0.544501702301204,TRUE,"(25,65]",130000
"Georgia",445622,"F",NA,0,"Never Married",TRUE,"Rented",FALSE,2,48,"missing",47353,0,0.498448673635721,TRUE,"(25,65]",110450
"Georgia",479327,"F",TRUE,6400,"Divorced/Separated",TRUE,"Rented",FALSE,2,37,"employed",47353,0.135155111608557,0.163363111205399,TRUE,"(25,65]",NA
"Georgia",8521,"M",TRUE,120000,"Never Married",TRUE,"Homeowner free and clear",TRUE,1,39,"employed",47353,2.53415834266044,0.137388342991471,FALSE,"(25,65]",1e+05
"Georgia",397230,"F",TRUE,31200,"Married",TRUE,"Rented",FALSE,2,136.052159552928,"employed",47353,0.658881169091715,0.249834991060197,FALSE,"(65,Inf]",0
"Georgia",1262853,"M",TRUE,8000,"Never Married",TRUE,NA,NA,NA,20,"employed",47353,0.168943889510696,0.521593017037958,TRUE,"[0,25]",31000
"Georgia",258948,"F",NA,10820,"Widowed",TRUE,"Rented",FALSE,1,85,"missing",47353,0.228496610563217,0.900238507660106,TRUE,"(65,Inf]",1800
"Georgia",774920,"M",TRUE,71000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,43,"employed",47353,1.49937701940743,0.279063415247947,FALSE,"(25,65]",110000
"Georgia",679364,"F",FALSE,22800,"Married",TRUE,"Homeowner free and clear",FALSE,2,55,"not employed",47353,0.481490085105484,0.315101642627269,TRUE,"(25,65]",42000
"Georgia",1185382,"F",NA,7200,"Never Married",TRUE,NA,NA,NA,26,"missing",47353,0.152049500559627,0.123204096918926,TRUE,"(25,65]",NA
"Georgia",851287,"M",NA,12801,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,65,"missing",47353,0.270331341203303,0.800652516307309,TRUE,"(25,65]",NA
"Georgia",987046,"M",TRUE,120350,"Married",TRUE,"Rented",FALSE,1,44,"employed",47353,2.54154963782654,0.997995883459225,FALSE,"(25,65]",6900
"Georgia",1216615,"F",NA,25000,"Widowed",TRUE,"Homeowner free and clear",FALSE,3,83,"missing",47353,0.527949654720926,0.545062611345202,TRUE,"(65,Inf]",56000
"Georgia",80549,"M",NA,85200,"Married",TRUE,"Homeowner free and clear",FALSE,2,75,"missing",47353,1.79925242328892,0.747063761809841,FALSE,"(65,Inf]",54000
"Georgia",1249187,"F",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,55,"employed",47353,1.26707917133022,0.11681615957059,FALSE,"(25,65]",86000
"Georgia",215876,"F",NA,53600,"Widowed",TRUE,"Rented",FALSE,0,88,"missing",47353,1.13192405972166,0.312172096921131,FALSE,"(65,Inf]",42200
"Georgia",908176,"F",NA,10100,"Widowed",TRUE,"Rented",FALSE,0,76,"missing",47353,0.213291660507254,0.0163752217777073,TRUE,"(65,Inf]",40000
"Georgia",1042791,"M",FALSE,25800,"Married",TRUE,"Rented",TRUE,2,46,"not employed",47353,0.544844043671995,0.211738398065791,TRUE,"(25,65]",38000
"Georgia",1065669,"F",TRUE,52500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,61,"employed",47353,1.10869427491394,0.780552775133401,FALSE,"(25,65]",135000
"Georgia",303624,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,41,"employed",47353,2.1117986188837,0.610920503502712,FALSE,"(25,65]",25000
"Georgia",638760,"M",FALSE,20000,"Married",FALSE,"Homeowner free and clear",FALSE,1,33,"not employed",47353,0.422359723776741,0.993764085927978,TRUE,"(25,65]",NA
"Georgia",843811,"F",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,146.680196558591,"employed",47353,0.844719447553481,0.182377936784178,FALSE,"(65,Inf]",NA
"Georgia",592496,"M",TRUE,10700,"Divorced/Separated",TRUE,"Rented",FALSE,1,60,"employed",47353,0.225962452220556,0.553131454624236,TRUE,"(25,65]",61000
"Georgia",333355,"M",FALSE,22000,"Married",TRUE,"Rented",TRUE,2,44,"not employed",47353,0.464595696154415,0.693980813957751,TRUE,"(25,65]",22000
"Georgia",1314429,"M",NA,39000,"Married",TRUE,"Homeowner free and clear",FALSE,2,69,"missing",47353,0.823601461364644,0.280709770740941,FALSE,"(65,Inf]",NA
"Georgia",604216,"M",NA,16500,"Divorced/Separated",FALSE,NA,NA,NA,42,"missing",47353,0.348446772115811,0.918590824119747,TRUE,"(25,65]",2e+05
"Hawaii",1238678,"M",TRUE,65000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,40,"employed",46867,1.38690336484093,0.547696775523946,FALSE,"(25,65]",10000
"Hawaii",986096,"M",TRUE,172000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",46867,3.66995967311755,0.593434143578634,FALSE,"(25,65]",NA
"Idaho",17946,"F",TRUE,85000,"Divorced/Separated",TRUE,"Rented",FALSE,1,51,"employed",61308,1.38644222613688,0.537527662236243,FALSE,"(25,65]",23100
"Idaho",427589,"F",TRUE,40000,"Divorced/Separated",TRUE,"Rented",TRUE,1,54,"employed",61308,0.652443400535004,0.0833532642573118,FALSE,"(25,65]",13200
"Idaho",110024,"F",NA,18960,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,83,"missing",61308,0.309258171853592,0.187805050285533,TRUE,"(65,Inf]",25000
"Illinois",2068,"F",NA,11300,"Married",TRUE,"Homeowner free and clear",FALSE,2,49,"missing",49293,0.229241474448705,0.524620275013149,TRUE,"(25,65]",45000
"Illinois",151170,"F",TRUE,9000,"Divorced/Separated",TRUE,"Rented",FALSE,2,57,"employed",49293,0.182581705313128,0.774096868233755,TRUE,"(25,65]",24000
"Illinois",1024624,"F",TRUE,31900,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,62,"employed",49293,0.647150711054308,0.360588794341311,FALSE,"(25,65]",NA
"Illinois",151876,"F",NA,18900,"Divorced/Separated",TRUE,"Rented",FALSE,1,86,"missing",49293,0.383421581157568,0.773620499530807,TRUE,"(65,Inf]",177000
"Illinois",680503,"M",TRUE,110010,"Never Married",TRUE,"Rented",FALSE,1,33,"employed",49293,2.2317570446108,0.696661772439256,FALSE,"(25,65]",NA
"Illinois",750282,"M",NA,8900,"Married",TRUE,"Occupied with no rent",FALSE,1,89,"missing",49293,0.180553019698537,0.941115238470957,TRUE,"(65,Inf]",77000
"Illinois",343235,"M",TRUE,24000,"Never Married",TRUE,"Rented",FALSE,1,32,"employed",49293,0.486884547501674,0.894867769442499,TRUE,"(25,65]",NA
"Illinois",1324576,"M",TRUE,30000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",49293,0.608605684377092,0.594203508924693,FALSE,"(25,65]",36000
"Illinois",863424,"F",TRUE,62000,"Never Married",TRUE,"Rented",FALSE,1,42,"employed",49293,1.25778508104599,0.774743897141889,FALSE,"(25,65]",NA
"Illinois",863443,"F",TRUE,9000,"Never Married",FALSE,"Rented",FALSE,2,48,"employed",49293,0.182581705313128,0.131517002359033,TRUE,"(25,65]",130000
"Illinois",876972,"F",TRUE,10000,"Married",FALSE,"Rented",TRUE,3,28,"employed",49293,0.202868561459031,0.359530813060701,TRUE,"(25,65]",27000
"Illinois",236067,"M",TRUE,140000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",49293,2.84015986042643,0.735240730922669,FALSE,"(25,65]",24000
"Illinois",1236514,"F",TRUE,80000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,61,"employed",49293,1.62294849167225,0.292083852225915,FALSE,"(25,65]",80050
"Illinois",1333775,"M",FALSE,22250,"Married",TRUE,"Rented",FALSE,3,40,"not employed",49293,0.451382549246343,0.622184411389753,TRUE,"(25,65]",10001
"Illinois",1088407,"M",TRUE,180000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,36,"employed",49293,3.65163410626255,0.448829790577292,FALSE,"(25,65]",NA
"Illinois",620452,"M",FALSE,17000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,46,"not employed",49293,0.344876554480352,0.82221990195103,TRUE,"(25,65]",90600
"Illinois",949925,"F",TRUE,790,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",49293,0.0160266163552634,0.636781509267166,TRUE,"(25,65]",27200
"Illinois",178178,"F",TRUE,54000,"Never Married",TRUE,"Rented",FALSE,1,35,"employed",49293,1.09549023187877,0.484506804728881,FALSE,"(25,65]",NA
"Illinois",223271,"M",FALSE,54000,"Married",TRUE,"Rented",TRUE,3,37,"not employed",49293,1.09549023187877,0.396617835154757,FALSE,"(25,65]",67000
"Illinois",42374,"M",NA,7800,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,65,"missing",49293,0.158237477938044,0.522491398034617,TRUE,"(25,65]",NA
"Illinois",830758,"F",TRUE,4390,"Never Married",FALSE,"Rented",TRUE,1,24,"employed",49293,0.0890592984805145,0.178665754618123,TRUE,"[0,25]",83000
"Illinois",805571,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",49293,2.02868561459031,0.285365815972909,FALSE,"(25,65]",27000
"Illinois",878578,"M",TRUE,24000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,38,"employed",49293,0.486884547501674,0.135997901437804,TRUE,"(25,65]",NA
"Illinois",283607,"M",TRUE,20000,"Married",TRUE,"Rented",TRUE,2,41,"employed",49293,0.405737122918061,0.0331510610412806,TRUE,"(25,65]",NA
"Illinois",1064979,"F",TRUE,45000,"Divorced/Separated",TRUE,"Rented",FALSE,2,43,"employed",49293,0.912908526565638,0.756542035145685,FALSE,"(25,65]",NA
"Illinois",487369,"F",FALSE,22000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,48,"not employed",49293,0.446310835209868,0.431252299807966,TRUE,"(25,65]",NA
"Illinois",532971,"M",TRUE,39000,"Married",TRUE,"Rented",FALSE,2,33,"employed",49293,0.79118738969022,0.898275169543922,FALSE,"(25,65]",NA
"Illinois",316280,"M",TRUE,56000,"Divorced/Separated",TRUE,"Rented",FALSE,1,44,"employed",49293,1.13606394417057,0.241641538916156,FALSE,"(25,65]",NA
"Illinois",1283591,"M",NA,65000,"Married",TRUE,"Homeowner free and clear",FALSE,2,84,"missing",49293,1.3186456494837,0.711475880350918,FALSE,"(65,Inf]",15000
"Illinois",726057,"F",TRUE,53000,"Married",TRUE,"Rented",TRUE,5,52,"employed",49293,1.07520337573286,0.23205910040997,FALSE,"(25,65]",124000
"Illinois",847699,"M",TRUE,26300,"Never Married",TRUE,"Homeowner with mortgage/loan",TRUE,4,26,"employed",49293,0.533544316637251,0.157640251796693,TRUE,"(25,65]",NA
"Illinois",1284555,"F",TRUE,191500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",49293,3.88493295194044,0.175640410277992,FALSE,"(25,65]",NA
"Illinois",1321154,"F",NA,8000,"Widowed",TRUE,NA,NA,NA,83,"missing",49293,0.162294849167225,0.520752758253366,TRUE,"(65,Inf]",NA
"Illinois",523990,"F",TRUE,90000,"Never Married",TRUE,"Rented",FALSE,1,31,"employed",49293,1.82581705313128,0.647604183992371,FALSE,"(25,65]",NA
"Illinois",968830,"M",TRUE,4230,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,67,"employed",49293,0.08581340149717,0.433997294865549,TRUE,"(65,Inf]",NA
"Illinois",1002936,"F",TRUE,55000,"Never Married",TRUE,"Rented",FALSE,2,41,"employed",49293,1.11577708802467,0.292579633183777,FALSE,"(25,65]",10800
"Illinois",931449,"M",NA,42400,"Married",TRUE,"Homeowner free and clear",FALSE,2,0,"missing",49293,0.86016270058629,0.296841676114127,FALSE,"[0,25]",NA
"Illinois",396116,"F",NA,0,"Married",TRUE,"Rented",FALSE,2,25,"missing",49293,0,0.690105194225907,TRUE,"[0,25]",36400
"Illinois",291608,"F",NA,24700,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,79,"missing",49293,0.501085346803806,0.520915419794619,TRUE,"(65,Inf]",60000
"Illinois",1250816,"F",TRUE,50000,"Never Married",TRUE,"Rented",FALSE,1,28,"employed",49293,1.01434280729515,0.822967364219949,FALSE,"(25,65]",31200
"Illinois",196828,"M",TRUE,24800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,65,"employed",49293,0.503114032418396,0.816324823303148,TRUE,"(25,65]",50000
"Illinois",986039,"M",TRUE,42000,"Never Married",FALSE,"Rented",FALSE,1,36,"employed",49293,0.852047958127929,0.327466034097597,FALSE,"(25,65]",55000
"Illinois",1366883,"F",TRUE,28000,"Married",TRUE,"Rented",FALSE,1,32,"employed",49293,0.568031972085286,0.118552459403872,TRUE,"(25,65]",34020
"Illinois",597817,"F",NA,12500,"Widowed",TRUE,"Rented",FALSE,1,80,"missing",49293,0.253585701823788,0.00613150652498007,TRUE,"(65,Inf]",NA
"Illinois",277784,"F",NA,15800,"Divorced/Separated",TRUE,"Rented",FALSE,1,76,"missing",49293,0.320532327105269,0.0389921555761248,TRUE,"(65,Inf]",134800
"Illinois",589826,"F",TRUE,105000,"Never Married",TRUE,"Rented",FALSE,1,30,"employed",49293,2.13011989531982,0.680815141880885,FALSE,"(25,65]",44600
"Illinois",1303929,"F",FALSE,43400,"Never Married",TRUE,"Rented",FALSE,1,126.737284407951,"not employed",49293,0.880449556732193,0.373421092983335,FALSE,"(65,Inf]",45000
"Illinois",316205,"F",FALSE,6900,"Married",TRUE,"Rented",FALSE,2,25,"not employed",49293,0.139979307406731,0.680340359453112,TRUE,"[0,25]",16000
"Illinois",406984,"F",NA,10100,"Divorced/Separated",TRUE,"Rented",FALSE,1,71,"missing",49293,0.204897247073621,0.392739138565958,TRUE,"(65,Inf]",109170
"Illinois",583249,"F",TRUE,15000,"Never Married",TRUE,"Rented",FALSE,2,59,"employed",49293,0.304302842188546,0.574361312901601,TRUE,"(25,65]",NA
"Illinois",655940,"F",TRUE,35780,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"employed",49293,0.725863712900412,0.436104672960937,FALSE,"(25,65]",65000
"Illinois",1110560,"M",TRUE,12000,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,3,20,"employed",49293,0.243442273750837,0.436848862096667,TRUE,"[0,25]",82000
"Indiana",427431,"F",NA,7900,"Divorced/Separated",TRUE,"Rented",FALSE,0,45,"missing",55534,0.142255195015666,0.855751291848719,TRUE,"(25,65]",30000
"Indiana",220205,"M",TRUE,96000,"Never Married",TRUE,"Rented",FALSE,1,38,"employed",55534,1.72867072424101,0.033060037298128,FALSE,"(25,65]",95300
"Indiana",211424,"M",TRUE,110000,"Divorced/Separated",TRUE,"Rented",FALSE,1,50,"employed",55534,1.98076853819282,0.913873952813447,FALSE,"(25,65]",12000
"Indiana",1273216,"M",NA,0,"Married",FALSE,"Rented",FALSE,2,59,"missing",55534,0,0.43975146394223,TRUE,"(25,65]",80000
"Indiana",985415,"F",TRUE,39000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,55,"employed",55534,0.702272481722908,0.892379270633683,FALSE,"(25,65]",24700
"Indiana",559955,"M",NA,0,"Never Married",FALSE,NA,NA,NA,36,"missing",55534,0,0.976987081812695,TRUE,"(25,65]",24000
"Indiana",693235,"M",TRUE,36200,"Married",TRUE,"Homeowner free and clear",FALSE,2,43,"employed",55534,0.651852918932546,0.233499775407836,FALSE,"(25,65]",192000
"Indiana",821107,"F",TRUE,53900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"employed",55534,0.970576583714481,0.077236577635631,FALSE,"(65,Inf]",NA
"Indiana",283521,"F",TRUE,172000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",55534,3.09720171426513,0.00963954511098564,FALSE,"(25,65]",NA
"Indiana",926808,"M",TRUE,17000,"Married",FALSE,"Rented",FALSE,2,42,"employed",55534,0.306118774084345,0.889064216054976,TRUE,"(25,65]",40000
"Indiana",318348,"F",TRUE,40000,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE,4,55,"employed",55534,0.720279468433752,0.784470293438062,FALSE,"(25,65]",NA
"Indiana",124968,"F",TRUE,100000,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,56,"employed",55534,1.80069867108438,0.753998699132353,FALSE,"(25,65]",NA
"Indiana",980412,"F",NA,28800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"missing",55534,0.518601217272302,0.659534960286692,TRUE,"(25,65]",NA
"Indiana",1267710,"M",TRUE,68000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,42,"employed",55534,1.22447509633738,0.83718699356541,FALSE,"(25,65]",NA
"Indiana",1065059,"F",FALSE,26600,"Never Married",FALSE,"Rented",FALSE,1,28,"not employed",55534,0.478985846508445,0.731909821508452,TRUE,"(25,65]",NA
"Indiana",856222,"F",TRUE,70200,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,55,"employed",55534,1.26409046710124,0.492585594765842,FALSE,"(25,65]",9700
"Indiana",583093,"M",TRUE,16000,"Never Married",TRUE,"Rented",FALSE,2,48,"employed",55534,0.288111787373501,0.423115214565769,TRUE,"(25,65]",1100
"Indiana",1044036,"F",TRUE,52000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,31,"employed",55534,0.936363308963878,0.681706298375502,FALSE,"(25,65]",35000
"Indiana",1283783,"F",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,63,"employed",55534,0.720279468433752,0.535026264609769,FALSE,"(25,65]",93500
"Indiana",776005,"F",TRUE,5500,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",55534,0.0990384269096409,0.230377588653937,TRUE,"(25,65]",34000
"Indiana",1046317,"F",NA,19000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,1,89,"missing",55534,0.342132747506032,0.614493690198287,TRUE,"(65,Inf]",NA
"Indiana",210427,"M",NA,12600,"Married",TRUE,"Homeowner free and clear",FALSE,3,78,"missing",55534,0.226888032556632,0.499618922593072,TRUE,"(65,Inf]",NA
